,RdeltaB,Bpre,Bpost,itemideology,itemnum,partideology,ide_ms,ide_abs,partnum
10999,0,0,0,3,7,54.0,2.0,54.0,1374
11000,25,39,64,1,0,54.0,2.0,54.0,1375
11001,1,60,61,1,1,54.0,2.0,54.0,1375
11002,35,45,80,2,2,54.0,2.0,54.0,1375
11003,-26,64,38,2,3,54.0,2.0,54.0,1375
11004,6,57,63,3,4,54.0,2.0,54.0,1375
11005,4,30,34,3,5,54.0,2.0,54.0,1375
11006,19,65,84,3,6,54.0,2.0,54.0,1375
11007,15,77,92,3,7,54.0,2.0,54.0,1375
11008,-23,23,0,1,0,54.0,2.0,54.0,1376
11009,50,0,50,1,1,54.0,2.0,54.0,1376
11010,19,79,98,2,2,54.0,2.0,54.0,1376
11011,7,93,100,2,3,54.0,2.0,54.0,1376
11012,31,69,100,3,4,54.0,2.0,54.0,1376
11013,94,6,100,3,5,54.0,2.0,54.0,1376
11014,0,100,100,3,6,54.0,2.0,54.0,1376
11015,-19,38,19,3,7,54.0,2.0,54.0,1376
11016,99,0,99,1,0,54.0,2.0,54.0,1377
11017,100,0,100,1,1,54.0,2.0,54.0,1377
11018,99,0,99,2,2,54.0,2.0,54.0,1377
11019,35,65,100,2,3,54.0,2.0,54.0,1377
11020,25,75,100,3,4,54.0,2.0,54.0,1377
11021,30,70,100,3,5,54.0,2.0,54.0,1377
11022,100,0,100,3,6,54.0,2.0,54.0,1377
11023,100,0,100,3,7,54.0,2.0,54.0,1377
11024,48,26,74,1,0,54.0,2.0,54.0,1378
11025,33,64,97,1,1,54.0,2.0,54.0,1378
11026,13,82,95,2,2,54.0,2.0,54.0,1378
11027,19,77,96,2,3,54.0,2.0,54.0,1378
11028,4,78,82,3,4,54.0,2.0,54.0,1378
11029,58,34,92,3,5,54.0,2.0,54.0,1378
11030,57,31,88,3,6,54.0,2.0,54.0,1378
11031,21,73,94,3,7,54.0,2.0,54.0,1378
11032,2,77,79,1,0,54.0,2.0,54.0,1379
11033,0,100,100,1,1,54.0,2.0,54.0,1379
11034,3,63,66,2,2,54.0,2.0,54.0,1379
11035,-8,34,26,2,3,54.0,2.0,54.0,1379
11036,7,50,57,3,4,54.0,2.0,54.0,1379
11037,-21,41,20,3,5,54.0,2.0,54.0,1379
11038,-38,100,62,3,6,54.0,2.0,54.0,1379
11039,0,67,67,3,7,54.0,2.0,54.0,1379
11040,100,0,100,1,0,54.0,2.0,54.0,1380
11041,0,100,100,1,1,54.0,2.0,54.0,1380
11042,0,0,0,2,2,54.0,2.0,54.0,1380
11043,0,0,0,2,3,54.0,2.0,54.0,1380
11044,-2,100,98,3,4,54.0,2.0,54.0,1380
11045,0,0,0,3,5,54.0,2.0,54.0,1380
11046,0,0,0,3,6,54.0,2.0,54.0,1380
11047,0,0,0,3,7,54.0,2.0,54.0,1380
11048,-61,77,16,1,0,54.0,2.0,54.0,1381
11049,-49,72,23,1,1,54.0,2.0,54.0,1381
11050,37,42,79,2,2,54.0,2.0,54.0,1381
11051,-7,29,22,2,3,54.0,2.0,54.0,1381
11052,7,75,82,3,4,54.0,2.0,54.0,1381
11053,-57,64,7,3,5,54.0,2.0,54.0,1381
11054,21,0,21,3,6,54.0,2.0,54.0,1381
11055,24,0,24,3,7,54.0,2.0,54.0,1381
11056,0,100,100,1,0,55.0,2.0,55.0,1382
11057,0,100,100,1,1,55.0,2.0,55.0,1382
11058,80,0,80,2,2,55.0,2.0,55.0,1382
11059,0,0,0,2,3,55.0,2.0,55.0,1382
11060,16,84,100,3,4,55.0,2.0,55.0,1382
11061,0,0,0,3,5,55.0,2.0,55.0,1382
11062,12,63,75,3,6,55.0,2.0,55.0,1382
11063,0,0,0,3,7,55.0,2.0,55.0,1382
11064,80,0,80,1,0,55.0,2.0,55.0,1383
11065,0,0,0,1,1,55.0,2.0,55.0,1383
11066,15,85,100,2,2,55.0,2.0,55.0,1383
11067,0,100,100,2,3,55.0,2.0,55.0,1383
11068,15,85,100,3,4,55.0,2.0,55.0,1383
11069,72,8,80,3,5,55.0,2.0,55.0,1383
11070,25,75,100,3,6,55.0,2.0,55.0,1383
11071,25,0,25,3,7,55.0,2.0,55.0,1383
11072,67,1,68,1,0,55.0,2.0,55.0,1384
11073,59,0,59,1,1,55.0,2.0,55.0,1384
11074,48,15,63,2,2,55.0,2.0,55.0,1384
11075,54,38,92,2,3,55.0,2.0,55.0,1384
11076,-21,100,79,3,4,55.0,2.0,55.0,1384
11077,23,38,61,3,5,55.0,2.0,55.0,1384
11078,17,50,67,3,6,55.0,2.0,55.0,1384
11079,81,0,81,3,7,55.0,2.0,55.0,1384
11080,47,53,100,1,0,55.0,2.0,55.0,1385
11081,0,100,100,1,1,55.0,2.0,55.0,1385
11082,0,0,0,2,2,55.0,2.0,55.0,1385
11083,100,0,100,2,3,55.0,2.0,55.0,1385
11084,0,100,100,3,4,55.0,2.0,55.0,1385
11085,100,0,100,3,5,55.0,2.0,55.0,1385
11086,-13,13,0,3,6,55.0,2.0,55.0,1385
11087,-9,14,5,3,7,55.0,2.0,55.0,1385
11088,-9,70,61,1,0,55.0,2.0,55.0,1386
11089,3,53,56,1,1,55.0,2.0,55.0,1386
11090,-17,77,60,2,2,55.0,2.0,55.0,1386
11091,-3,59,56,2,3,55.0,2.0,55.0,1386
11092,1,72,73,3,4,55.0,2.0,55.0,1386
11093,3,55,58,3,5,55.0,2.0,55.0,1386
11094,0,80,80,3,6,55.0,2.0,55.0,1386
11095,-3,34,31,3,7,55.0,2.0,55.0,1386
11096,38,0,38,1,0,55.0,2.0,55.0,1387
11097,0,0,0,1,1,55.0,2.0,55.0,1387
11098,29,26,55,2,2,55.0,2.0,55.0,1387
11099,0,100,100,2,3,55.0,2.0,55.0,1387
11100,24,44,68,3,4,55.0,2.0,55.0,1387
11101,25,50,75,3,5,55.0,2.0,55.0,1387
11102,0,50,50,3,6,55.0,2.0,55.0,1387
11103,46,0,46,3,7,55.0,2.0,55.0,1387
11104,65,25,90,1,0,55.0,2.0,55.0,1388
11105,16,35,51,1,1,55.0,2.0,55.0,1388
11106,30,0,30,2,2,55.0,2.0,55.0,1388
11107,75,0,75,2,3,55.0,2.0,55.0,1388
11108,8,52,60,3,4,55.0,2.0,55.0,1388
11109,32,23,55,3,5,55.0,2.0,55.0,1388
11110,11,9,20,3,6,55.0,2.0,55.0,1388
11111,10,0,10,3,7,55.0,2.0,55.0,1388
11112,18,41,59,1,0,55.0,2.0,55.0,1389
11113,43,57,100,1,1,55.0,2.0,55.0,1389
11114,25,45,70,2,2,55.0,2.0,55.0,1389
11115,39,44,83,2,3,55.0,2.0,55.0,1389
11116,0,50,50,3,4,55.0,2.0,55.0,1389
11117,5,16,21,3,5,55.0,2.0,55.0,1389
11118,0,100,100,3,6,55.0,2.0,55.0,1389
11119,47,10,57,3,7,55.0,2.0,55.0,1389
11120,-76,76,0,1,0,55.0,2.0,55.0,1390
11121,0,0,0,1,1,55.0,2.0,55.0,1390
11122,-25,74,49,2,2,55.0,2.0,55.0,1390
11123,1,50,51,2,3,55.0,2.0,55.0,1390
11124,-14,14,0,3,4,55.0,2.0,55.0,1390
11125,-19,69,50,3,5,55.0,2.0,55.0,1390
11126,12,38,50,3,6,55.0,2.0,55.0,1390
11127,7,5,12,3,7,55.0,2.0,55.0,1390
11128,-24,74,50,1,0,55.0,2.0,55.0,1391
11129,-17,100,83,1,1,55.0,2.0,55.0,1391
11130,1,51,52,2,2,55.0,2.0,55.0,1391
11131,12,57,69,2,3,55.0,2.0,55.0,1391
11132,-2,61,59,3,4,55.0,2.0,55.0,1391
11133,-3,53,50,3,5,55.0,2.0,55.0,1391
11134,-9,77,68,3,6,55.0,2.0,55.0,1391
11135,18,45,63,3,7,55.0,2.0,55.0,1391
11136,25,3,28,1,0,55.0,2.0,55.0,1392
11137,5,75,80,1,1,55.0,2.0,55.0,1392
11138,0,52,52,2,2,55.0,2.0,55.0,1392
11139,16,84,100,2,3,55.0,2.0,55.0,1392
11140,19,72,91,3,4,55.0,2.0,55.0,1392
11141,11,42,53,3,5,55.0,2.0,55.0,1392
11142,12,32,44,3,6,55.0,2.0,55.0,1392
11143,24,23,47,3,7,55.0,2.0,55.0,1392
11144,0,20,20,1,0,55.0,2.0,55.0,1393
11145,5,35,40,1,1,55.0,2.0,55.0,1393
11146,15,60,75,2,2,55.0,2.0,55.0,1393
11147,10,75,85,2,3,55.0,2.0,55.0,1393
11148,20,40,60,3,4,55.0,2.0,55.0,1393
11149,7,48,55,3,5,55.0,2.0,55.0,1393
11150,5,45,50,3,6,55.0,2.0,55.0,1393
11151,10,40,50,3,7,55.0,2.0,55.0,1393
11152,12,43,55,1,0,55.0,2.0,55.0,1394
11153,-5,60,55,1,1,55.0,2.0,55.0,1394
11154,2,58,60,2,2,55.0,2.0,55.0,1394
11155,-5,45,40,2,3,55.0,2.0,55.0,1394
11156,1,77,78,3,4,55.0,2.0,55.0,1394
11157,-1,45,44,3,5,55.0,2.0,55.0,1394
11158,1,42,43,3,6,55.0,2.0,55.0,1394
11159,17,22,39,3,7,55.0,2.0,55.0,1394
11160,20,49,69,1,0,55.0,2.0,55.0,1395
11161,17,63,80,1,1,55.0,2.0,55.0,1395
11162,19,50,69,2,2,55.0,2.0,55.0,1395
11163,35,43,78,2,3,55.0,2.0,55.0,1395
11164,14,58,72,3,4,55.0,2.0,55.0,1395
11165,18,50,68,3,5,55.0,2.0,55.0,1395
11166,59,17,76,3,6,55.0,2.0,55.0,1395
11167,46,34,80,3,7,55.0,2.0,55.0,1395
11168,-2,46,44,1,0,55.0,2.0,55.0,1396
11169,-17,57,40,1,1,55.0,2.0,55.0,1396
11170,-3,55,52,2,2,55.0,2.0,55.0,1396
11171,31,11,42,2,3,55.0,2.0,55.0,1396
11172,15,38,53,3,4,55.0,2.0,55.0,1396
11173,6,46,52,3,5,55.0,2.0,55.0,1396
11174,-13,77,64,3,6,55.0,2.0,55.0,1396
11175,9,43,52,3,7,55.0,2.0,55.0,1396
11176,0,50,50,1,0,55.0,2.0,55.0,1397
11177,20,0,20,1,1,55.0,2.0,55.0,1397
11178,0,100,100,2,2,55.0,2.0,55.0,1397
11179,48,50,98,2,3,55.0,2.0,55.0,1397
11180,0,50,50,3,4,55.0,2.0,55.0,1397
11181,38,25,63,3,5,55.0,2.0,55.0,1397
11182,-1,50,49,3,6,55.0,2.0,55.0,1397
11183,0,0,0,3,7,55.0,2.0,55.0,1397
11184,18,53,71,1,0,55.0,2.0,55.0,1398
11185,0,0,0,1,1,55.0,2.0,55.0,1398
11186,-12,12,0,2,2,55.0,2.0,55.0,1398
11187,0,0,0,2,3,55.0,2.0,55.0,1398
11188,21,79,100,3,4,55.0,2.0,55.0,1398
11189,50,0,50,3,5,55.0,2.0,55.0,1398
11190,16,84,100,3,6,55.0,2.0,55.0,1398
11191,37,19,56,3,7,55.0,2.0,55.0,1398
11192,85,0,85,1,0,55.0,2.0,55.0,1399
11193,82,8,90,1,1,55.0,2.0,55.0,1399
11194,89,4,93,2,2,55.0,2.0,55.0,1399
11195,61,35,96,2,3,55.0,2.0,55.0,1399
11196,28,72,100,3,4,55.0,2.0,55.0,1399
11197,74,19,93,3,5,55.0,2.0,55.0,1399
11198,97,1,98,3,6,55.0,2.0,55.0,1399
11199,87,3,90,3,7,55.0,2.0,55.0,1399
11200,9,58,67,1,0,55.0,2.0,55.0,1400
11201,10,50,60,1,1,55.0,2.0,55.0,1400
11202,9,50,59,2,2,55.0,2.0,55.0,1400
11203,-2,79,77,2,3,55.0,2.0,55.0,1400
11204,43,57,100,3,4,55.0,2.0,55.0,1400
11205,8,62,70,3,5,55.0,2.0,55.0,1400
11206,-2,72,70,3,6,55.0,2.0,55.0,1400
11207,37,50,87,3,7,55.0,2.0,55.0,1400
11208,4,55,59,1,0,55.0,2.0,55.0,1401
11209,12,60,72,1,1,55.0,2.0,55.0,1401
11210,31,11,42,2,2,55.0,2.0,55.0,1401
11211,7,23,30,2,3,55.0,2.0,55.0,1401
11212,29,63,92,3,4,55.0,2.0,55.0,1401
11213,13,50,63,3,5,55.0,2.0,55.0,1401
11214,-1,69,68,3,6,55.0,2.0,55.0,1401
11215,30,7,37,3,7,55.0,2.0,55.0,1401
11216,2,92,94,1,0,55.0,2.0,55.0,1402
11217,26,16,42,1,1,55.0,2.0,55.0,1402
11218,20,64,84,2,2,55.0,2.0,55.0,1402
11219,-8,35,27,2,3,55.0,2.0,55.0,1402
11220,24,48,72,3,4,55.0,2.0,55.0,1402
11221,14,47,61,3,5,55.0,2.0,55.0,1402
11222,17,72,89,3,6,55.0,2.0,55.0,1402
11223,41,56,97,3,7,55.0,2.0,55.0,1402
11224,6,71,77,1,0,55.0,2.0,55.0,1403
11225,-18,95,77,1,1,55.0,2.0,55.0,1403
11226,18,38,56,2,2,55.0,2.0,55.0,1403
11227,34,66,100,2,3,55.0,2.0,55.0,1403
11228,36,60,96,3,4,55.0,2.0,55.0,1403
11229,34,45,79,3,5,55.0,2.0,55.0,1403
11230,11,64,75,3,6,55.0,2.0,55.0,1403
11231,35,54,89,3,7,55.0,2.0,55.0,1403
11232,1,99,100,1,0,55.0,2.0,55.0,1404
11233,5,95,100,1,1,55.0,2.0,55.0,1404
11234,52,48,100,2,2,55.0,2.0,55.0,1404
11235,45,55,100,2,3,55.0,2.0,55.0,1404
11236,84,1,85,3,4,55.0,2.0,55.0,1404
11237,48,52,100,3,5,55.0,2.0,55.0,1404
11238,-22,48,26,3,6,55.0,2.0,55.0,1404
11239,39,61,100,3,7,55.0,2.0,55.0,1404
11240,28,72,100,1,0,56.0,2.0,56.0,1405
11241,47,53,100,1,1,56.0,2.0,56.0,1405
11242,68,21,89,2,2,56.0,2.0,56.0,1405
11243,-4,4,0,2,3,56.0,2.0,56.0,1405
11244,32,68,100,3,4,56.0,2.0,56.0,1405
11245,-57,57,0,3,5,56.0,2.0,56.0,1405
11246,4,76,80,3,6,56.0,2.0,56.0,1405
11247,92,6,98,3,7,56.0,2.0,56.0,1405
11248,7,50,57,1,0,56.0,2.0,56.0,1406
11249,0,58,58,1,1,56.0,2.0,56.0,1406
11250,-3,59,56,2,2,56.0,2.0,56.0,1406
11251,12,58,70,2,3,56.0,2.0,56.0,1406
11252,-6,61,55,3,4,56.0,2.0,56.0,1406
11253,10,50,60,3,5,56.0,2.0,56.0,1406
11254,24,44,68,3,6,56.0,2.0,56.0,1406
11255,-44,100,56,3,7,56.0,2.0,56.0,1406
11256,65,25,90,1,0,56.0,2.0,56.0,1407
11257,27,38,65,1,1,56.0,2.0,56.0,1407
11258,36,44,80,2,2,56.0,2.0,56.0,1407
11259,-11,19,8,2,3,56.0,2.0,56.0,1407
11260,18,59,77,3,4,56.0,2.0,56.0,1407
11261,100,0,100,3,5,56.0,2.0,56.0,1407
11262,-23,73,50,3,6,56.0,2.0,56.0,1407
11263,6,0,6,3,7,56.0,2.0,56.0,1407
11264,100,0,100,1,0,56.0,2.0,56.0,1408
11265,0,100,100,1,1,56.0,2.0,56.0,1408
11266,100,0,100,2,2,56.0,2.0,56.0,1408
11267,100,0,100,2,3,56.0,2.0,56.0,1408
11268,100,0,100,3,4,56.0,2.0,56.0,1408
11269,100,0,100,3,5,56.0,2.0,56.0,1408
11270,66,34,100,3,6,56.0,2.0,56.0,1408
11271,100,0,100,3,7,56.0,2.0,56.0,1408
11272,0,100,100,1,0,56.0,2.0,56.0,1409
11273,0,100,100,1,1,56.0,2.0,56.0,1409
11274,72,28,100,2,2,56.0,2.0,56.0,1409
11275,100,0,100,2,3,56.0,2.0,56.0,1409
11276,34,66,100,3,4,56.0,2.0,56.0,1409
11277,50,50,100,3,5,56.0,2.0,56.0,1409
11278,84,16,100,3,6,56.0,2.0,56.0,1409
11279,-17,17,0,3,7,56.0,2.0,56.0,1409
11280,33,67,100,1,0,56.0,2.0,56.0,1410
11281,88,12,100,1,1,56.0,2.0,56.0,1410
11282,28,72,100,2,2,56.0,2.0,56.0,1410
11283,70,30,100,2,3,56.0,2.0,56.0,1410
11284,16,84,100,3,4,56.0,2.0,56.0,1410
11285,72,28,100,3,5,56.0,2.0,56.0,1410
11286,41,59,100,3,6,56.0,2.0,56.0,1410
11287,-24,24,0,3,7,56.0,2.0,56.0,1410
11288,64,15,79,1,0,56.0,2.0,56.0,1411
11289,-5,35,30,1,1,56.0,2.0,56.0,1411
11290,41,59,100,2,2,56.0,2.0,56.0,1411
11291,51,23,74,2,3,56.0,2.0,56.0,1411
11292,74,18,92,3,4,56.0,2.0,56.0,1411
11293,36,64,100,3,5,56.0,2.0,56.0,1411
11294,62,16,78,3,6,56.0,2.0,56.0,1411
11295,69,12,81,3,7,56.0,2.0,56.0,1411
11296,-8,79,71,1,0,56.0,2.0,56.0,1412
11297,0,0,0,1,1,56.0,2.0,56.0,1412
11298,40,34,74,2,2,56.0,2.0,56.0,1412
11299,12,63,75,2,3,56.0,2.0,56.0,1412
11300,5,63,68,3,4,56.0,2.0,56.0,1412
11301,0,50,50,3,5,56.0,2.0,56.0,1412
11302,16,77,93,3,6,56.0,2.0,56.0,1412
11303,17,17,34,3,7,56.0,2.0,56.0,1412
11304,33,32,65,1,0,56.0,2.0,56.0,1413
11305,0,0,0,1,1,56.0,2.0,56.0,1413
11306,-6,72,66,2,2,56.0,2.0,56.0,1413
11307,-15,93,78,2,3,56.0,2.0,56.0,1413
11308,17,62,79,3,4,56.0,2.0,56.0,1413
11309,0,34,34,3,5,56.0,2.0,56.0,1413
11310,0,100,100,3,6,56.0,2.0,56.0,1413
11311,9,28,37,3,7,56.0,2.0,56.0,1413
11312,5,33,38,1,0,56.0,2.0,56.0,1414
11313,23,58,81,1,1,56.0,2.0,56.0,1414
11314,1,40,41,2,2,56.0,2.0,56.0,1414
11315,-11,42,31,2,3,56.0,2.0,56.0,1414
11316,3,80,83,3,4,56.0,2.0,56.0,1414
11317,-14,37,23,3,5,56.0,2.0,56.0,1414
11318,-32,69,37,3,6,56.0,2.0,56.0,1414
11319,-28,32,4,3,7,56.0,2.0,56.0,1414
11320,84,3,87,1,0,56.0,2.0,56.0,1415
11321,-4,96,92,1,1,56.0,2.0,56.0,1415
11322,97,0,97,2,2,56.0,2.0,56.0,1415
11323,91,0,91,2,3,56.0,2.0,56.0,1415
11324,26,72,98,3,4,56.0,2.0,56.0,1415
11325,82,12,94,3,5,56.0,2.0,56.0,1415
11326,-2,100,98,3,6,56.0,2.0,56.0,1415
11327,96,0,96,3,7,56.0,2.0,56.0,1415
11328,47,39,86,1,0,56.0,2.0,56.0,1416
11329,-4,85,81,1,1,56.0,2.0,56.0,1416
11330,61,36,97,2,2,56.0,2.0,56.0,1416
11331,48,42,90,2,3,56.0,2.0,56.0,1416
11332,43,49,92,3,4,56.0,2.0,56.0,1416
11333,35,54,89,3,5,56.0,2.0,56.0,1416
11334,44,36,80,3,6,56.0,2.0,56.0,1416
11335,86,0,86,3,7,56.0,2.0,56.0,1416
11336,95,0,95,1,0,56.0,2.0,56.0,1417
11337,-10,55,45,1,1,56.0,2.0,56.0,1417
11338,50,45,95,2,2,56.0,2.0,56.0,1417
11339,80,15,95,2,3,56.0,2.0,56.0,1417
11340,30,65,95,3,4,56.0,2.0,56.0,1417
11341,95,0,95,3,5,56.0,2.0,56.0,1417
11342,50,45,95,3,6,56.0,2.0,56.0,1417
11343,94,1,95,3,7,56.0,2.0,56.0,1417
11344,-9,39,30,1,0,56.0,2.0,56.0,1418
11345,40,37,77,1,1,56.0,2.0,56.0,1418
11346,1,63,64,2,2,56.0,2.0,56.0,1418
11347,12,63,75,2,3,56.0,2.0,56.0,1418
11348,3,75,78,3,4,56.0,2.0,56.0,1418
11349,13,23,36,3,5,56.0,2.0,56.0,1418
11350,25,38,63,3,6,56.0,2.0,56.0,1418
11351,48,25,73,3,7,56.0,2.0,56.0,1418
11352,29,71,100,1,0,56.0,2.0,56.0,1419
11353,-19,27,8,1,1,56.0,2.0,56.0,1419
11354,75,24,99,2,2,56.0,2.0,56.0,1419
11355,98,2,100,2,3,56.0,2.0,56.0,1419
11356,31,69,100,3,4,56.0,2.0,56.0,1419
11357,73,22,95,3,5,56.0,2.0,56.0,1419
11358,11,89,100,3,6,56.0,2.0,56.0,1419
11359,98,2,100,3,7,56.0,2.0,56.0,1419
11360,49,51,100,1,0,56.0,2.0,56.0,1420
11361,-27,57,30,1,1,56.0,2.0,56.0,1420
11362,1,88,89,2,2,56.0,2.0,56.0,1420
11363,34,66,100,2,3,56.0,2.0,56.0,1420
11364,43,40,83,3,4,56.0,2.0,56.0,1420
11365,-33,63,30,3,5,56.0,2.0,56.0,1420
11366,-36,100,64,3,6,56.0,2.0,56.0,1420
11367,62,0,62,3,7,56.0,2.0,56.0,1420
11368,-48,48,0,1,0,56.0,2.0,56.0,1421
11369,11,44,55,1,1,56.0,2.0,56.0,1421
11370,0,100,100,2,2,56.0,2.0,56.0,1421
11371,6,80,86,2,3,56.0,2.0,56.0,1421
11372,4,78,82,3,4,56.0,2.0,56.0,1421
11373,-6,50,44,3,5,56.0,2.0,56.0,1421
11374,92,8,100,3,6,56.0,2.0,56.0,1421
11375,25,0,25,3,7,56.0,2.0,56.0,1421
11376,29,42,71,1,0,57.0,2.0,57.0,1422
11377,21,50,71,1,1,57.0,2.0,57.0,1422
11378,0,50,50,2,2,57.0,2.0,57.0,1422
11379,4,50,54,2,3,57.0,2.0,57.0,1422
11380,4,68,72,3,4,57.0,2.0,57.0,1422
11381,48,35,83,3,5,57.0,2.0,57.0,1422
11382,-7,96,89,3,6,57.0,2.0,57.0,1422
11383,33,0,33,3,7,57.0,2.0,57.0,1422
11384,2,93,95,1,0,57.0,2.0,57.0,1423
11385,0,100,100,1,1,57.0,2.0,57.0,1423
11386,0,50,50,2,2,57.0,2.0,57.0,1423
11387,0,100,100,2,3,57.0,2.0,57.0,1423
11388,0,0,0,3,4,57.0,2.0,57.0,1423
11389,-10,100,90,3,5,57.0,2.0,57.0,1423
11390,-1,36,35,3,6,57.0,2.0,57.0,1423
11391,-11,50,39,3,7,57.0,2.0,57.0,1423
11392,55,20,75,1,0,57.0,2.0,57.0,1424
11393,11,7,18,1,1,57.0,2.0,57.0,1424
11394,-5,13,8,2,2,57.0,2.0,57.0,1424
11395,92,0,92,2,3,57.0,2.0,57.0,1424
11396,0,66,66,3,4,57.0,2.0,57.0,1424
11397,11,75,86,3,5,57.0,2.0,57.0,1424
11398,0,0,0,3,6,57.0,2.0,57.0,1424
11399,6,0,6,3,7,57.0,2.0,57.0,1424
11400,47,23,70,1,0,57.0,2.0,57.0,1425
11401,13,87,100,1,1,57.0,2.0,57.0,1425
11402,44,33,77,2,2,57.0,2.0,57.0,1425
11403,30,65,95,2,3,57.0,2.0,57.0,1425
11404,28,62,90,3,4,57.0,2.0,57.0,1425
11405,50,35,85,3,5,57.0,2.0,57.0,1425
11406,48,36,84,3,6,57.0,2.0,57.0,1425
11407,33,31,64,3,7,57.0,2.0,57.0,1425
11408,6,71,77,1,0,57.0,2.0,57.0,1426
11409,13,86,99,1,1,57.0,2.0,57.0,1426
11410,-9,32,23,2,2,57.0,2.0,57.0,1426
11411,25,42,67,2,3,57.0,2.0,57.0,1426
11412,55,33,88,3,4,57.0,2.0,57.0,1426
11413,70,23,93,3,5,57.0,2.0,57.0,1426
11414,-3,76,73,3,6,57.0,2.0,57.0,1426
11415,66,21,87,3,7,57.0,2.0,57.0,1426
11416,-6,6,0,1,0,57.0,2.0,57.0,1427
11417,0,0,0,1,1,57.0,2.0,57.0,1427
11418,-45,45,0,2,2,57.0,2.0,57.0,1427
11419,0,100,100,2,3,57.0,2.0,57.0,1427
11420,16,84,100,3,4,57.0,2.0,57.0,1427
11421,-15,34,19,3,5,57.0,2.0,57.0,1427
11422,-16,64,48,3,6,57.0,2.0,57.0,1427
11423,0,0,0,3,7,57.0,2.0,57.0,1427
11424,15,40,55,1,0,57.0,2.0,57.0,1428
11425,17,50,67,1,1,57.0,2.0,57.0,1428
11426,9,60,69,2,2,57.0,2.0,57.0,1428
11427,88,11,99,2,3,57.0,2.0,57.0,1428
11428,43,26,69,3,4,57.0,2.0,57.0,1428
11429,64,36,100,3,5,57.0,2.0,57.0,1428
11430,66,34,100,3,6,57.0,2.0,57.0,1428
11431,45,20,65,3,7,57.0,2.0,57.0,1428
11432,-11,49,38,1,0,57.0,2.0,57.0,1429
11433,0,59,59,1,1,57.0,2.0,57.0,1429
11434,-1,38,37,2,2,57.0,2.0,57.0,1429
11435,-3,62,59,2,3,57.0,2.0,57.0,1429
11436,-6,42,36,3,4,57.0,2.0,57.0,1429
11437,-2,41,39,3,5,57.0,2.0,57.0,1429
11438,-2,62,60,3,6,57.0,2.0,57.0,1429
11439,1,38,39,3,7,57.0,2.0,57.0,1429
11440,49,51,100,1,0,57.0,2.0,57.0,1430
11441,72,28,100,1,1,57.0,2.0,57.0,1430
11442,47,53,100,2,2,57.0,2.0,57.0,1430
11443,50,50,100,2,3,57.0,2.0,57.0,1430
11444,0,100,100,3,4,57.0,2.0,57.0,1430
11445,51,49,100,3,5,57.0,2.0,57.0,1430
11446,79,21,100,3,6,57.0,2.0,57.0,1430
11447,85,15,100,3,7,57.0,2.0,57.0,1430
11448,32,60,92,1,0,57.0,2.0,57.0,1431
11449,-33,100,67,1,1,57.0,2.0,57.0,1431
11450,1,65,66,2,2,57.0,2.0,57.0,1431
11451,42,27,69,2,3,57.0,2.0,57.0,1431
11452,-9,77,68,3,4,57.0,2.0,57.0,1431
11453,10,59,69,3,5,57.0,2.0,57.0,1431
11454,-12,83,71,3,6,57.0,2.0,57.0,1431
11455,-1,66,65,3,7,57.0,2.0,57.0,1431
11456,-3,21,18,1,0,57.0,2.0,57.0,1432
11457,-23,50,27,1,1,57.0,2.0,57.0,1432
11458,9,64,73,2,2,57.0,2.0,57.0,1432
11459,0,86,86,2,3,57.0,2.0,57.0,1432
11460,3,67,70,3,4,57.0,2.0,57.0,1432
11461,1,34,35,3,5,57.0,2.0,57.0,1432
11462,-1,17,16,3,6,57.0,2.0,57.0,1432
11463,-8,23,15,3,7,57.0,2.0,57.0,1432
11464,-19,82,63,1,0,57.0,2.0,57.0,1433
11465,82,0,82,1,1,57.0,2.0,57.0,1433
11466,0,13,13,2,2,57.0,2.0,57.0,1433
11467,0,20,20,2,3,57.0,2.0,57.0,1433
11468,4,93,97,3,4,57.0,2.0,57.0,1433
11469,-7,86,79,3,5,57.0,2.0,57.0,1433
11470,10,1,11,3,6,57.0,2.0,57.0,1433
11471,-5,10,5,3,7,57.0,2.0,57.0,1433
11472,40,42,82,1,0,57.0,2.0,57.0,1434
11473,0,69,69,1,1,57.0,2.0,57.0,1434
11474,-28,60,32,2,2,57.0,2.0,57.0,1434
11475,6,94,100,2,3,57.0,2.0,57.0,1434
11476,48,52,100,3,4,57.0,2.0,57.0,1434
11477,63,37,100,3,5,57.0,2.0,57.0,1434
11478,0,100,100,3,6,57.0,2.0,57.0,1434
11479,33,67,100,3,7,57.0,2.0,57.0,1434
11480,55,23,78,1,0,57.0,2.0,57.0,1435
11481,9,30,39,1,1,57.0,2.0,57.0,1435
11482,3,61,64,2,2,57.0,2.0,57.0,1435
11483,59,20,79,2,3,57.0,2.0,57.0,1435
11484,23,58,81,3,4,57.0,2.0,57.0,1435
11485,1,50,51,3,5,57.0,2.0,57.0,1435
11486,46,34,80,3,6,57.0,2.0,57.0,1435
11487,36,26,62,3,7,57.0,2.0,57.0,1435
11488,34,31,65,1,0,57.0,2.0,57.0,1436
11489,-51,78,27,1,1,57.0,2.0,57.0,1436
11490,-32,53,21,2,2,57.0,2.0,57.0,1436
11491,-8,29,21,2,3,57.0,2.0,57.0,1436
11492,-22,75,53,3,4,57.0,2.0,57.0,1436
